
  0.000  0.063  0.074  0.025  0.038  0.099  0.025  0.000  0.319  0.000  0.022  0.003  0.025  0.038  0.080  0.060  0.074  0.055  0.000
  0.000  0.199  0.131  0.000  0.017  0.051  0.080  0.000  0.170  0.000  0.000  0.000  0.000  0.000  0.040  0.108  0.125  0.080  0.000
  0.006  0.143  0.056  0.022  0.013  0.056  0.052  0.000  0.165  0.019  0.011  0.017  0.006  0.054  0.093  0.087  0.145  0.048  0.006
  0.020  0.173  0.080  0.020  0.020  0.027  0.067  0.020  0.087  0.020  0.053  0.020  0.020  0.000  0.040  0.113  0.100  0.100  0.020
  0.000  0.174  0.104  0.038  0.042  0.130  0.020  0.000  0.102  0.006  0.003  0.032  0.022  0.008  0.079  0.108  0.095  0.038  0.000
  0.000  0.135  0.073  0.019  0.056  0.192  0.034  0.000  0.145  0.002  0.000  0.009  0.011  0.009  0.075  0.075  0.092  0.075  0.000
  0.000  0.076  0.058  0.020  0.013  0.191  0.040  0.029  0.237  0.006  0.004  0.004  0.004  0.034  0.094  0.068  0.090  0.034  0.000
  0.000  0.107  0.059  0.003  0.010  0.111  0.040  0.007  0.252  0.006  0.017  0.043  0.011  0.022  0.094  0.057  0.107  0.053  0.000
  0.000  0.096  0.062  0.008  0.030  0.107  0.018  0.000  0.219  0.008  0.022  0.030  0.029  0.046  0.084  0.076  0.096  0.070  0.000
  0.035  0.105  0.026  0.035  0.053  0.035  0.026  0.035  0.149  0.035  0.035  0.035  0.035  0.070  0.079  0.035  0.140  0.000  0.035
  0.004  0.102  0.070  0.014  0.028  0.100  0.046  0.006  0.242  0.008  0.010  0.000  0.022  0.022  0.098  0.088  0.059  0.076  0.004
  0.015  0.048  0.037  0.018  0.000  0.188  0.022  0.033  0.243  0.015  0.018  0.018  0.000  0.033  0.143  0.059  0.055  0.040  0.015
  0.000  0.129  0.089  0.009  0.032  0.117  0.043  0.005  0.192  0.012  0.001  0.027  0.030  0.010  0.082  0.087  0.069  0.067  0.000
  0.000  0.074  0.052  0.002  0.011  0.119  0.029  0.018  0.341  0.011  0.000  0.007  0.000  0.038  0.123  0.052  0.065  0.058  0.000
  0.014  0.149  0.054  0.018  0.018  0.081  0.045  0.014  0.149  0.014  0.014  0.027  0.000  0.018  0.077  0.104  0.122  0.072  0.014
  0.000  0.203  0.127  0.038  0.025  0.184  0.038  0.000  0.101  0.019  0.000  0.025  0.000  0.032  0.038  0.057  0.089  0.025  0.000
  0.022  0.084  0.096  0.017  0.017  0.000  0.039  0.022  0.202  0.006  0.022  0.039  0.017  0.028  0.163  0.079  0.022  0.101  0.022
  0.000  0.101  0.080  0.003  0.013  0.085  0.077  0.021  0.228  0.000  0.008  0.032  0.008  0.019  0.103  0.080  0.117  0.027  0.000
  0.000  0.144  0.097  0.051  0.072  0.114  0.013  0.009  0.096  0.009  0.004  0.025  0.061  0.006  0.075  0.102  0.070  0.049  0.000
  0.012  0.037  0.029  0.012  0.000  0.094  0.065  0.012  0.310  0.012  0.037  0.012  0.008  0.029  0.118  0.102  0.053  0.045  0.012
  0.004  0.105  0.020  0.008  0.015  0.086  0.080  0.012  0.289  0.011  0.026  0.010  0.005  0.056  0.059  0.000  0.173  0.037  0.004
  0.017  0.061  0.026  0.015  0.000  0.076  0.076  0.022  0.225  0.017  0.039  0.026  0.013  0.039  0.074  0.094  0.103  0.057  0.017
  0.000  0.083  0.011  0.000  0.006  0.056  0.056  0.006  0.322  0.000  0.017  0.028  0.000  0.078  0.094  0.044  0.144  0.056  0.000
  0.010  0.130  0.092  0.035  0.044  0.159  0.057  0.010  0.168  0.038  0.010  0.010  0.003  0.000  0.029  0.070  0.076  0.051  0.010
  0.003  0.034  0.003  0.003  0.003  0.070  0.070  0.011  0.345  0.003  0.011  0.008  0.000  0.056  0.137  0.104  0.095  0.042  0.003
  0.000  0.139  0.096  0.014  0.020  0.119  0.017  0.000  0.173  0.000  0.028  0.023  0.014  0.020  0.068  0.105  0.079  0.085  0.000
  0.024  0.031  0.047  0.024  0.024  0.197  0.000  0.016  0.165  0.047  0.024  0.047  0.047  0.000  0.150  0.079  0.031  0.024  0.024
  0.000  0.033  0.023  0.010  0.010  0.120  0.020  0.033  0.392  0.000  0.000  0.003  0.010  0.017  0.159  0.056  0.043  0.070  0.000
  0.017  0.028  0.023  0.017  0.023  0.085  0.051  0.017  0.322  0.023  0.017  0.051  0.017  0.000  0.119  0.011  0.090  0.073  0.017
  0.005  0.102  0.011  0.037  0.032  0.102  0.021  0.005  0.289  0.000  0.005  0.027  0.037  0.016  0.075  0.027  0.150  0.053  0.005
  0.020  0.061  0.054  0.049  0.051  0.096  0.048  0.016  0.151  0.025  0.033  0.000  0.036  0.056  0.110  0.038  0.059  0.078  0.020
  0.000  0.175  0.105  0.003  0.061  0.159  0.005  0.000  0.119  0.009  0.000  0.000  0.003  0.025  0.117  0.055  0.134  0.031  0.000
  0.002  0.107  0.048  0.019  0.036  0.126  0.046  0.002  0.211  0.000  0.005  0.002  0.034  0.010  0.102  0.029  0.143  0.075  0.002
  0.000  0.071  0.041  0.019  0.040  0.154  0.025  0.003  0.272  0.003  0.013  0.010  0.053  0.024  0.112  0.051  0.040  0.070  0.000
  0.010  0.000  0.020  0.010  0.051  0.121  0.040  0.010  0.253  0.010  0.010  0.020  0.030  0.030  0.131  0.111  0.061  0.071  0.010
  0.000  0.177  0.090  0.000  0.015  0.205  0.029  0.003  0.123  0.007  0.005  0.003  0.020  0.007  0.107  0.086  0.070  0.055  0.000
  0.000  0.085  0.000  0.000  0.057  0.149  0.043  0.000  0.270  0.021  0.007  0.000  0.007  0.007  0.156  0.000  0.106  0.092  0.000
  0.000  0.095  0.066  0.015  0.019  0.199  0.029  0.010  0.230  0.000  0.000  0.000  0.002  0.002  0.210  0.064  0.025  0.035  0.000
  0.000  0.051  0.026  0.003  0.015  0.138  0.039  0.013  0.300  0.005  0.021  0.016  0.030  0.043  0.129  0.019  0.095  0.057  0.000
  0.004  0.168  0.085  0.000  0.007  0.035  0.026  0.004  0.198  0.012  0.013  0.030  0.010  0.043  0.046  0.091  0.117  0.104  0.004
  0.000  0.092  0.049  0.014  0.016  0.123  0.054  0.006  0.253  0.003  0.010  0.016  0.019  0.020  0.097  0.062  0.110  0.057  0.000
  0.000  0.110  0.027  0.082  0.110  0.205  0.000  0.000  0.192  0.014  0.000  0.000  0.000  0.000  0.096  0.096  0.014  0.055  0.000
  0.000  0.087  0.042  0.020  0.037  0.131  0.048  0.010  0.261  0.002  0.016  0.032  0.033  0.021  0.079  0.048  0.074  0.059  0.000
  0.000  0.121  0.074  0.024  0.069  0.138  0.007  0.000  0.186  0.010  0.005  0.010  0.049  0.012  0.113  0.049  0.062  0.070  0.000
  0.000  0.120  0.041  0.011  0.044  0.068  0.055  0.022  0.168  0.011  0.026  0.041  0.011  0.015  0.072  0.103  0.129  0.063  0.000
  0.000  0.114  0.098  0.039  0.033  0.143  0.010  0.020  0.114  0.010  0.012  0.031  0.018  0.029  0.029  0.167  0.104  0.029  0.000
  0.000  0.048  0.010  0.000  0.000  0.524  0.048  0.000  0.124  0.000  0.000  0.000  0.038  0.057  0.067  0.010  0.057  0.019  0.000
  0.000  0.181  0.077  0.014  0.009  0.105  0.075  0.000  0.196  0.002  0.000  0.006  0.006  0.003  0.075  0.039  0.157  0.053  0.000
  0.014  0.111  0.028  0.014  0.009  0.023  0.051  0.014  0.222  0.009  0.042  0.000  0.019  0.051  0.083  0.065  0.176  0.056  0.014
  0.000  0.195  0.183  0.018  0.037  0.018  0.018  0.000  0.110  0.006  0.000  0.006  0.006  0.018  0.152  0.085  0.085  0.061  0.000
  0.015  0.078  0.049  0.054  0.029  0.073  0.059  0.015  0.107  0.000  0.039  0.034  0.073  0.024  0.083  0.107  0.088  0.059  0.015
  0.000  0.191  0.112  0.000  0.000  0.118  0.072  0.000  0.145  0.000  0.000  0.007  0.000  0.007  0.092  0.112  0.053  0.092  0.000
  0.033  0.061  0.065  0.033  0.033  0.098  0.073  0.028  0.191  0.020  0.045  0.020  0.045  0.041  0.089  0.069  0.000  0.024  0.033
  0.009  0.028  0.000  0.009  0.009  0.046  0.073  0.009  0.294  0.009  0.055  0.018  0.009  0.110  0.092  0.073  0.110  0.037  0.009
  0.000  0.090  0.058  0.010  0.026  0.148  0.032  0.003  0.360  0.000  0.000  0.000  0.000  0.016  0.122  0.003  0.074  0.058  0.000
  0.040  0.000  0.035  0.040  0.035  0.094  0.099  0.040  0.124  0.040  0.054  0.050  0.040  0.089  0.045  0.054  0.054  0.030  0.040
  0.000  0.116  0.043  0.018  0.024  0.116  0.037  0.000  0.256  0.000  0.000  0.000  0.037  0.024  0.140  0.055  0.049  0.085  0.000
  0.000  0.196  0.125  0.009  0.032  0.088  0.031  0.000  0.097  0.014  0.003  0.019  0.014  0.015  0.069  0.113  0.131  0.044  0.000
  0.003  0.182  0.012  0.003  0.020  0.078  0.026  0.003  0.184  0.012  0.000  0.026  0.012  0.032  0.118  0.040  0.193  0.055  0.003
  0.008  0.063  0.031  0.008  0.031  0.126  0.039  0.008  0.173  0.008  0.047  0.000  0.008  0.087  0.134  0.031  0.150  0.039  0.008
  0.000  0.117  0.013  0.000  0.000  0.050  0.092  0.000  0.289  0.000  0.013  0.013  0.021  0.071  0.075  0.004  0.188  0.054  0.000
  0.006  0.122  0.041  0.006  0.006  0.066  0.069  0.006  0.231  0.006  0.022  0.000  0.000  0.050  0.091  0.075  0.147  0.050  0.006
  0.000  0.082  0.027  0.000  0.000  0.106  0.071  0.000  0.180  0.000  0.024  0.024  0.008  0.039  0.051  0.180  0.129  0.078  0.000
  0.006  0.130  0.069  0.005  0.005  0.045  0.082  0.029  0.211  0.014  0.039  0.035  0.000  0.035  0.042  0.071  0.137  0.037  0.006
  0.000  0.097  0.054  0.014  0.018  0.029  0.101  0.011  0.345  0.000  0.018  0.004  0.025  0.036  0.094  0.036  0.043  0.076  0.000
  0.000  0.171  0.110  0.009  0.022  0.079  0.043  0.000  0.134  0.006  0.000  0.012  0.011  0.016  0.082  0.120  0.137  0.048  0.000
  0.000  0.095  0.075  0.000  0.005  0.056  0.055  0.016  0.194  0.008  0.008  0.113  0.009  0.033  0.030  0.094  0.142  0.067  0.000
  0.000  0.145  0.082  0.001  0.006  0.112  0.032  0.003  0.263  0.000  0.006  0.005  0.018  0.016  0.097  0.044  0.117  0.055  0.000
  0.000  0.130  0.069  0.023  0.023  0.053  0.023  0.000  0.305  0.000  0.000  0.000  0.000  0.023  0.092  0.084  0.023  0.153  0.000
  0.005  0.070  0.049  0.013  0.013  0.049  0.055  0.013  0.345  0.000  0.005  0.005  0.005  0.044  0.122  0.047  0.086  0.068  0.005
  0.003  0.057  0.038  0.003  0.013  0.104  0.038  0.003  0.467  0.013  0.006  0.003  0.000  0.038  0.098  0.050  0.025  0.038  0.003
  0.000  0.057  0.023  0.017  0.020  0.070  0.074  0.010  0.319  0.000  0.010  0.013  0.054  0.027  0.144  0.020  0.084  0.057  0.000
  0.000  0.202  0.030  0.010  0.010  0.111  0.051  0.000  0.101  0.000  0.000  0.030  0.010  0.000  0.010  0.152  0.263  0.020  0.000
  0.004  0.134  0.079  0.013  0.026  0.174  0.001  0.000  0.096  0.007  0.005  0.005  0.042  0.026  0.139  0.068  0.088  0.089  0.004
  0.000  0.152  0.026  0.000  0.052  0.120  0.021  0.026  0.215  0.000  0.016  0.052  0.000  0.037  0.120  0.026  0.126  0.010  0.000
  0.020  0.206  0.162  0.020  0.035  0.058  0.020  0.020  0.000  0.020  0.020  0.049  0.020  0.020  0.026  0.191  0.064  0.026  0.020
  0.000  0.101  0.060  0.025  0.046  0.148  0.009  0.007  0.231  0.004  0.001  0.000  0.052  0.019  0.156  0.028  0.069  0.046  0.000
  0.047  0.020  0.047  0.047  0.054  0.061  0.068  0.047  0.101  0.047  0.068  0.020  0.047  0.068  0.068  0.047  0.000  0.095  0.047
  0.002  0.144  0.071  0.033  0.053  0.110  0.036  0.001  0.151  0.008  0.003  0.043  0.032  0.015  0.073  0.068  0.129  0.026  0.000
  0.000  0.046  0.000  0.017  0.017  0.131  0.086  0.006  0.394  0.000  0.029  0.000  0.000  0.057  0.114  0.000  0.057  0.046  0.000
  0.000  0.063  0.021  0.000  0.011  0.105  0.158  0.000  0.358  0.000  0.032  0.000  0.000  0.063  0.032  0.032  0.074  0.053  0.000
  0.018  0.073  0.064  0.018  0.036  0.100  0.036  0.018  0.264  0.045  0.018  0.009  0.018  0.000  0.091  0.064  0.045  0.064  0.018
  0.007  0.196  0.007  0.039  0.046  0.105  0.000  0.007  0.176  0.000  0.000  0.007  0.007  0.020  0.131  0.026  0.157  0.065  0.007
  0.000  0.112  0.037  0.000  0.000  0.028  0.107  0.000  0.219  0.000  0.028  0.037  0.000  0.037  0.047  0.079  0.242  0.028  0.000
  0.000  0.064  0.016  0.000  0.000  0.072  0.052  0.024  0.378  0.000  0.032  0.000  0.000  0.040  0.104  0.060  0.056  0.100  0.000
  0.000  0.267  0.137  0.002  0.020  0.079  0.016  0.000  0.030  0.018  0.010  0.010  0.002  0.018  0.079  0.133  0.129  0.048  0.000
  0.000  0.063  0.040  0.009  0.017  0.177  0.080  0.000  0.254  0.000  0.009  0.009  0.017  0.040  0.086  0.031  0.100  0.069  0.000
  0.000  0.045  0.008  0.000  0.000  0.030  0.106  0.000  0.477  0.000  0.008  0.045  0.000  0.030  0.068  0.008  0.091  0.083  0.000
  0.000  0.000  0.038  0.000  0.038  0.100  0.038  0.000  0.288  0.000  0.038  0.012  0.075  0.038  0.150  0.012  0.100  0.075  0.000
  0.008  0.154  0.053  0.009  0.000  0.101  0.008  0.002  0.156  0.017  0.009  0.009  0.008  0.040  0.110  0.070  0.197  0.042  0.008
  0.000  0.106  0.044  0.061  0.017  0.161  0.022  0.000  0.133  0.000  0.006  0.022  0.050  0.056  0.078  0.089  0.100  0.056  0.000
  0.000  0.126  0.059  0.000  0.000  0.044  0.022  0.000  0.185  0.000  0.000  0.067  0.000  0.111  0.052  0.030  0.259  0.044  0.000
  0.000  0.103  0.042  0.006  0.019  0.126  0.050  0.019  0.291  0.011  0.006  0.001  0.005  0.028  0.108  0.042  0.083  0.061  0.000
  0.010  0.140  0.057  0.014  0.000  0.087  0.063  0.010  0.135  0.005  0.017  0.057  0.014  0.029  0.067  0.084  0.149  0.053  0.010
  0.000  0.070  0.070  0.000  0.032  0.000  0.082  0.051  0.247  0.032  0.019  0.006  0.019  0.019  0.070  0.057  0.184  0.044  0.000
  0.000  0.057  0.041  0.000  0.041  0.154  0.024  0.000  0.407  0.000  0.024  0.000  0.024  0.024  0.081  0.033  0.024  0.065  0.000
  0.004  0.068  0.085  0.106  0.078  0.152  0.017  0.004  0.116  0.004  0.013  0.000  0.085  0.008  0.066  0.101  0.025  0.065  0.004
  0.034  0.069  0.034  0.034  0.028  0.062  0.048  0.034  0.221  0.028  0.055  0.034  0.028  0.000  0.117  0.041  0.014  0.083  0.034
  0.000  0.110  0.062  0.014  0.029  0.120  0.077  0.000  0.196  0.000  0.000  0.029  0.014  0.024  0.158  0.057  0.053  0.057  0.000
  0.000  0.059  0.050  0.024  0.023  0.185  0.015  0.005  0.228  0.004  0.019  0.008  0.045  0.028  0.141  0.053  0.063  0.049  0.000
  0.000  0.073  0.033  0.005  0.027  0.223  0.002  0.000  0.209  0.010  0.000  0.000  0.030  0.006  0.266  0.020  0.030  0.064  0.000
  0.052  0.043  0.000  0.052  0.052  0.047  0.095  0.052  0.138  0.052  0.052  0.052  0.052  0.056  0.022  0.034  0.091  0.009  0.052
  0.000  0.081  0.047  0.000  0.000  0.094  0.062  0.000  0.228  0.000  0.047  0.034  0.000  0.056  0.075  0.106  0.075  0.094  0.000
  0.051  0.000  0.060  0.051  0.051  0.085  0.034  0.051  0.094  0.051  0.051  0.060  0.060  0.017  0.120  0.051  0.000  0.060  0.051
  0.000  0.091  0.006  0.000  0.000  0.065  0.065  0.019  0.474  0.000  0.000  0.000  0.000  0.006  0.045  0.000  0.045  0.182  0.000
  0.000  0.167  0.043  0.017  0.017  0.134  0.057  0.000  0.237  0.000  0.000  0.000  0.010  0.003  0.110  0.030  0.114  0.060  0.000
  0.000  0.168  0.080  0.008  0.008  0.143  0.070  0.000  0.149  0.002  0.017  0.012  0.006  0.023  0.093  0.072  0.084  0.067  0.000
  0.008  0.139  0.061  0.000  0.023  0.128  0.048  0.008  0.168  0.015  0.011  0.011  0.002  0.046  0.101  0.040  0.153  0.029  0.008
  0.004  0.091  0.042  0.018  0.006  0.118  0.098  0.018  0.230  0.000  0.029  0.049  0.006  0.038  0.074  0.025  0.108  0.039  0.004
  0.050  0.038  0.021  0.038  0.000  0.067  0.059  0.038  0.138  0.050  0.054  0.050  0.038  0.046  0.088  0.038  0.088  0.050  0.050
  0.000  0.198  0.099  0.014  0.019  0.090  0.071  0.000  0.123  0.000  0.000  0.005  0.000  0.000  0.071  0.094  0.160  0.057  0.000
  0.000  0.043  0.043  0.000  0.000  0.130  0.043  0.000  0.493  0.000  0.000  0.029  0.000  0.000  0.043  0.043  0.072  0.058  0.000
  0.000  0.203  0.095  0.000  0.000  0.010  0.049  0.000  0.164  0.008  0.012  0.008  0.000  0.053  0.063  0.047  0.235  0.053  0.000
  0.004  0.131  0.064  0.044  0.056  0.096  0.036  0.004  0.171  0.004  0.004  0.000  0.048  0.012  0.060  0.092  0.072  0.100  0.004
  0.029  0.149  0.029  0.029  0.048  0.067  0.014  0.029  0.067  0.029  0.029  0.048  0.029  0.077  0.072  0.058  0.168  0.000  0.029
  0.017  0.056  0.062  0.011  0.059  0.104  0.025  0.006  0.174  0.017  0.025  0.000  0.025  0.050  0.132  0.045  0.101  0.076  0.017
  0.007  0.169  0.115  0.030  0.061  0.166  0.027  0.007  0.139  0.000  0.007  0.000  0.017  0.027  0.041  0.041  0.101  0.041  0.007
  0.000  0.143  0.097  0.012  0.019  0.078  0.016  0.000  0.147  0.004  0.004  0.023  0.031  0.012  0.116  0.074  0.097  0.128  0.000
  0.000  0.158  0.025  0.000  0.033  0.092  0.017  0.000  0.175  0.000  0.008  0.008  0.000  0.075  0.058  0.008  0.250  0.092  0.000
  0.008  0.034  0.017  0.008  0.017  0.042  0.084  0.017  0.395  0.008  0.034  0.000  0.008  0.059  0.092  0.059  0.084  0.025  0.008
  0.000  0.100  0.038  0.000  0.000  0.125  0.038  0.000  0.150  0.000  0.062  0.062  0.012  0.050  0.175  0.062  0.100  0.025  0.000
  0.000  0.110  0.010  0.000  0.003  0.097  0.074  0.000  0.251  0.000  0.027  0.000  0.020  0.097  0.074  0.020  0.151  0.067  0.000
  0.006  0.010  0.006  0.006  0.000  0.109  0.058  0.006  0.372  0.001  0.013  0.004  0.020  0.027  0.237  0.009  0.082  0.028  0.006
  0.000  0.138  0.050  0.013  0.038  0.067  0.054  0.000  0.209  0.000  0.000  0.021  0.054  0.000  0.105  0.067  0.092  0.092  0.000
  0.000  0.070  0.042  0.010  0.010  0.136  0.052  0.000  0.378  0.000  0.000  0.000  0.007  0.028  0.094  0.080  0.073  0.017  0.000
  0.008  0.115  0.051  0.009  0.000  0.060  0.102  0.008  0.209  0.008  0.034  0.033  0.017  0.036  0.060  0.079  0.126  0.037  0.008
  0.000  0.158  0.092  0.017  0.023  0.125  0.031  0.000  0.176  0.004  0.006  0.018  0.016  0.013  0.122  0.052  0.090  0.058  0.000
  0.028  0.014  0.009  0.041  0.041  0.014  0.060  0.028  0.147  0.028  0.046  0.087  0.028  0.101  0.055  0.050  0.197  0.000  0.028
  0.003  0.129  0.058  0.003  0.010  0.114  0.028  0.003  0.245  0.010  0.003  0.000  0.010  0.013  0.162  0.068  0.088  0.053  0.003
  0.065  0.043  0.054  0.063  0.054  0.013  0.054  0.059  0.000  0.063  0.064  0.062  0.064  0.061  0.048  0.061  0.046  0.062  0.065
